5218791	失去:0.0812856835793|马来西亚:2.6488092894|消失:2.07442574049|35:0.351610808909|土珠岛:0.225561650998|搜救:2.29799945539|新华社:0.479019617709|16:0.703221617818|NASA:2.03152911814|谣言:1.14978216746|军方:0.322240961746|民航局:1.47387981621|残骸:0.171946903947|发现:0.330041348136|下午:0.351140758262|画面:1.55873095285|旁边:0.363022469275|精度:0.229159707918|发布会:2.35663810777|最新:0.355232386715|01:0.0637587600155|航班:4.30880180506|高清:1.10985051628|消息:0.0671985967489|华尔街日报:0.174110355047|管制:0.064296371811|事件:0.379751948922|航空公司:0.51738620665|可疑:0.165711015841|图像:0.228132118172|代表:1.32260975578|船只:0.81614675113|购于:0.0637587600155|CFP1:1.32830750032|370:4.33653330988|部称:0.225561650998|召开:0.328120032648|家属:2.04961854761|北京:0.311160153915|首都国际机场:0.695366830018|拍摄:0.744820114602|疑似:1.46788244264|偏南:0.179362801836|200:0.159396900039|沈伯:0.796984500193|见面:1.82132094526|点半:0.225561650998|104.6:0.351610808909|美国宇航局:0.333403773368|图片:0.562455771056|通报:1.29687003644|舷窗:1.79969093203|250:0.351610808909|漂浮物:0.913880617562|警卫队:1.03736994006|乘客:2.19232994977|或门:0.225561650998|记者:0.252761456066|图为:0.175386933321|失事:1.35045550021|40:0.0637587600155|民航:0.15735841549|凌晨:0.102112725154|搜寻:1.14078877924|MH370:0.127517520031|马航:14.8586039701|卫星:0.423526267202|情况:0.235720025605|11:0.351610808909|海域:0.216887729188|波音:0.218123839118|财新:0.766980377833|6.1:0.351610808909|该次:0.0637587600155|失联:6.67529213926|红圈:0.351610808909|王攀:0.703221617818|80:0.225561650998|三点:0.498572213794|手机:0.411454788541|Terra:0.351610808909|大饭店:0.635860894035|越南:0.557543210646|MODIS:0.351610808909|部件:0.14659341816|CNN:0.0637587600155|777:0.28691442007|海岸:0.79259272519|客机:0.69738238974|
8936831	显示:0.347634246551|遣返:0.128221305163|马来西亚:0.850289511518|副总裁:0.104265273062|农村:0.338261345686|金融:0.0817866565316|控制室:0.856006840746|警方:1.21589662184|着陆:0.248319757118|飞机:1.19187641621|公安局:0.604100420995|免交:0.0682631693009|新华社:0.552714943511|集团:0.138184891658|得出:0.197126629426|法国:2.37831851724|庇护:1.64344464227|交运:0.282605050711|尼克尔:1.06683878028|香港:0.235381638651|近身:0.311810901191|发现:0.336388297138|公交:1.67266867699|下午:0.829082345895|人行道:0.603766037701|设在:0.398646889434|24:0.664153750161|米歇尔:2.85936635243|主管:0.553088810963|患病:1.70415605969|内幕:0.0990983509383|发布会:0.215263062978|彭丽媛:3.93852533473|马路:0.572170510542|已知:0.207228265097|国际海事卫星组织:4.18529059954|位于:0.413840898466|航班:0.24635894265|访问:0.602071202528|已经:0.879569651736|江苏:1.90712692021|矿业:0.090493580845|博施:0.0779712354573|旅客:0.244866506716|技能:0.247495041669|英国:1.25659240335|大屏幕:0.835088862638|澳大利亚:0.136087050871|产业园:0.533901011713|很少:0.177570702593|青岛:1.46373050262|内容:0.394944874995|位置图:1.06928289631|鱼酱:0.880502031427|2012:0.0744845327283|交通部:2.0144072511|司机:1.36145460522|银行:1.16760915457|现金:0.375788580188|大人:0.419586208051|英国伦敦:0.710556812143|广西:1.67732567581|民警:0.585458621621|儿童:1.3607912547|边检站:0.400228196103|碎片:2.07333990412|贩毒:3.42365443176|棍术:0.379223736088|市区:0.552414495424|巴黎:0.544308937482|总站:0.321358811697|美国:0.277106415444|CFP1:0.703830467703|122:2.91205875071|第一夫人:0.73783095386|中部:0.174724927698|印度洋:0.218757450037|格斗:0.27590566989|一个:0.156530609563|拍摄:0.59632379662|疑似:2.24329827725|挤兑:3.28936160544|看望:1.58435837741|申请:1.13451549754|兰州:3.22987101784|代理:0.204984121418|擒拿:0.311810901191|汉龙:0.260695864549|地方:0.33968403341|东英:0.223453598185|肖辉:2.47661071322|海底:1.64014720224|高管:1.99246125048|特大:1.41633337835|倒闭:1.94730257812|参观:0.526124297769|环保:0.367471440959|指认:0.812959472446|跌入:2.21283884498|希沙姆丁:0.683129571594|收到:0.513813273368|网点:0.442986201445|肖迦一:0.0744845327283|图片:0.956174810794|地点:0.190928594673|网友:0.441102856385|成都:2.22264817193|时政:0.785278403125|四川:0.410032899315|汉龙前:1.99246125048|儿童医院:0.8777818185|忻城县:0.919597500223|东方:0.860748547303|摧毁:1.30498998733|乘客:0.241872236294|IC3:0.919597500223|23:0.919597500223|防身:2.24719170407|记者:0.330534211779|英语课:2.98470065357|结论:0.198897820169|引渡:0.0972352344907|交通部长:0.351178278271|学生:1.53687515251|商业银行:0.373113805514|驾乘:0.289211176524|群众:0.334668843944|探访:2.49716366164|介绍:0.425733841191|许多:0.295609724976|来自:0.424826655992|练武:2.03260160674|IC2:0.796984500193|防暴:0.35821927607|停不下来:0.761051400147|卫星:2.30767517386|黄岛:0.6707554126|25:2.97774428644|王丽莉:0.919597500223|26:1.35849630715|微博:0.796984500193|来源:0.783997749979|百余名:0.323690964458|中学:0.478616796746|火车站:3.2923186916|砖块:4.01179065644|总部:1.76237318112|射阳:0.595701323422|吉隆坡:0.304073746114|13:0.0744845327283|第七:0.550821532176|来宾市:0.984774258715|突袭:0.286965480398|遭遇:0.36017206942|人身安全:0.305213219864|JloveHo:0.796984500193|方平:0.379223736088|近千:0.664153750161|27:0.796984500193|盐城:0.550649644745|媒体:0.461913021145|CFP2:0.664153750161|一起:1.2991944181|嫌疑人:0.629007119232|2011:0.111726799093|
719605	马来西亚:0.208449206757|九鼎:0.0697865344173|中纪委:0.10340521218|公安局:0.185094741786|首都机场:0.30389764564|衣物:0.791610981917|疏散:0.077740308012|旭晨:0.0472987833943|景区:0.0638480330341|富人:2.77744438274|茂县:0.0539314806053|腐败:0.151290088571|朝鲜:2.79467883965|民航局:0.0889410233922|保留:0.0632116147051|金道铭:0.080503484868|黄婉:0.0591234792428|黄汲清:0.0506510993602|安全部:0.0812622291617|饭店:0.134722464225|事项:0.172969126458|清单:1.79384911717|周滨:2.58014863416|航班:0.0743324395927|公布:0.0821750136304|行政许可:0.0658407632227|消息:0.0868947371753|朋友:0.100812215221|两会:0.0616490805501|审改:0.180528281195|公司:0.0727723727153|取消:0.10615750362|权力:1.21897117033|商业:1.15435950197|下放:0.091897105844|万梅华:0.0709481750914|苏楠:0.080503484868|山西省:0.290863165664|审批:0.301411859199|飞机:1.64396747064|一名:1.55802913599|2014:0.158131845276|部门:0.942952764431|60:1.99246125048|家属:0.165648050723|平壤:0.853619831405|去职:1.88017359633|2012:1.08679704572|司法厅:2.28088917634|汉龙:0.0709481750914|选购:0.82847144629|监察部:0.0722062210209|国务院:1.22740487279|法无:0.0776283604084|生活:1.54462081102|工作人员:0.143182649674|汉利宏:0.0472987833943|两次:1.23989549422|税务总局:0.0699037885455|孕妇:1.9603886141|各级:0.0666337015294|公安厅:0.173228278439|四川:0.133838631824|知情:0.0530528894051|11:1.24780401546|乘客:0.0688084810147|记者:0.111127881546|下称:0.0591234792428|新开业:1.07465782821|肇事车:0.0741434740343|未来:0.426421575001|刘汉:2.52027704025|凌晨:0.0990317377567|超越:0.0983564009357|等候:0.0875299026919|副厅长:2.190885452|26:1.08679704572|财新:0.237360381753|山西:1.34900424294|失联:3.09175021627|公开:0.164057382444|商店:0.725616708882|接机:0.264897408179|人士:0.050543541283|苏浩:2.75321918249|兴鼎:0.0709481750914|亚力:0.0827692911751|局长:0.144986771942|行政:0.139070947562|朔州市:0.117152450091|财新网:0.0591234792428|合作:1.10194563743|航空公司:0.133806777582|丽都:0.284645053263|2008:0.080503484868|顾客:0.704746305096|2011:0.161006969736|
1421627	千万富翁:0.22825497235|名村:0.24905765631|指纹识别:12.8020653633|培育出:0.209386042715|G550:0.771275322768|内部:2.81905933948|胡润:0.627502605296|七宝:0.213814406087|近东:0.648421293568|公务机:1.43588244254|拥有者:0.694527963612|15:11.9547675029|私人:3.412434394|飞机:2.97969104054|千亿:4.4654321762|置身:0.203615484728|苏宁:0.522878703304|九星村:0.498115312621|巨人:0.568585891402|李辙:0.771275322768|据称:0.184258996805|文园:0.85209874009|土豪:4.88677163346|涌现出:0.190926650075|2013:0.771275322768|湾流:1.41370821585|百富榜:0.679573020774|闵行区:0.21223136636|吴恩福:0.24905765631|拥有:2.71371817404|11:0.771275322768|村官:0.220176523787|镇九星村:0.24905765631|多位:0.334056469312|金库:5.02526502516|中国:1.51366034333|史玉柱:0.67738582389|桂冠:0.205367216336|董事局:0.597803139596|12:1.02033297908|6280:0.771275322768|4000:0.24905765631|中国富豪:6.40103268166|十大:0.274700202967|CEO:0.771275322768|揭秘:4.94667223338|牌照:0.183350233836|500:0.24905765631|商界:0.613305064342|2011:0.771275322768|全国:0.296582599271|
70413	千万富翁:0.4565099447|东方:0.428178486541|交通:0.424660897361|举行:0.393503405966|培育出:0.41877208543|据称:0.36851799361|IC2:0.853911964493|未来:0.852843150002|26:2.17359409144|七宝:0.427628812174|商店:1.45123341776|涌现出:0.38185330015|多位:0.668112938624|九星村:0.996230625242|2012:2.17359409144|高姐:3.98492250097|4000:0.49811531262|学院:0.464771382991|土豪:9.77354326692|置身:0.407230969456|富人:5.55488876548|高铁:0.688428412495|山东:0.418772244091|朝鲜:5.5893576793|闵行区:0.42446273272|吴恩福:0.49811531262|中国:3.02732068666|11:2.17359409144|动车:0.778924669886|村官:0.440353047574|镇九星村:0.49811531262|专业:0.442368961241|平壤:1.70723966281|23:0.853911964493|桂冠:0.410734432672|衣物:1.58322196383|12:0.49811531262|测试:0.510517123813|招录:3.45810570913|名村:0.49811531262|新开业:2.14931565642|济南:3.18063718836|王锋:0.992905546571|十大:0.549400405934|选购:1.65694289258|牌照:0.366700467672|500:0.49811531262|乘务:0.893884520779|顾客:1.40949261019|生活:3.08924162204|全国:0.593165198542|
9106173	数据:0.0767062568726|走廊:0.1060791413|马来西亚:1.6875895813|消失:0.099838672002|ACARS:0.0399825000097|决定:0.0712052018578|发出信号:1.86543790848|警方:1.21589662184|飞机:0.692495697376|疑似:1.55796932195|通讯卫星:0.13384367156|俄罗斯:0.187104011798|否认:0.0916431556041|区域:0.113281344851|小时:1.04982840128|残骸:0.0553993064388|官方:0.106927505684|乌克兰:0.333140944792|发布会:0.113391078325|观测:0.0936493743601|信号:0.102032985936|确认:0.129759399933|令何家:0.919597500223|分析:0.0955974674289|联络:0.0498553296952|航班:1.50918884043|机组人员:1.70196636632|克里米亚:2.41182650067|援引:0.0911313400903|全民公决:2.26068852156|女儿:1.50393117656|日子:0.987977811308|ABC:0.19178771395|希望:0.0780800741277|调查:1.02420609805|共和国:0.0695562658825|图像:0.102059105498|获取:0.0910238802699|大宅:1.60064155238|纳吉布:0.259886250063|日前:0.468580173374|路透社:0.0957424359529|新闻:0.0596584045232|马来:0.0528008625798|12:0.179321512543|报道失实:0.0802889390359|家属:0.0934476541465|新华社:0.0718529426564|报道:0.15723013848|接受:1.51023526882|外交:0.0723882291143|连接:0.0741070486337|印度洋:0.122831723283|雷达:0.150813935526|去向不明:1.9330154265|俄罗斯联邦:0.0941204128224|举行:0.110180953671|物体:0.1888327371|民用:0.0887941785345|收到:0.0714392786502|曝光:2.63029418089|俄方:0.0958318953844|20:0.0399825000097|地点:0.514038524121|漂浮物:1.72984545467|采访:0.471120167298|香港媒体:0.791519979946|豪宅:2.16473265923|乘客:0.0727822230793|山火:0.0718616176918|促使:0.0665359706739|联数:1.99246125048|议会:0.105074924313|失事:1.56256367526|漂浮:0.113387814779|奥巴马:1.4968991408|美方:0.0906439574502|MH370:2.38104896779|宣布:0.0812928934786|系统:0.0795750711388|马航:0.157299572407|卫星:1.34968444927|内部:0.433701436844|海域:1.19899776606|真相:1.41786009092|手记:1.66814289232|赌王:3.20051634083|请求:0.0760972193259|何家:0.919597500223|失联:0.503574182852|找到:0.068834192343|吉隆坡:0.0970448125897|信息:0.0439286011101|媒体:1.09207095728|intheSouthChinaSea:0.0399825000097|搜救:0.201977683971|中国:0.119499500789|Inmarsat:0.0399825000097|pings:0.127858475967|五小时:0.0743351746096|登机:0.063826627783|设于:0.68488195217|CNN:0.157299572407|纽约时报:0.0495417690363|重申:1.56831089128|何超盈:0.919597500223|失踪:1.36339431256|13:0.200531834647|予以:0.0668470264932|重新考虑:0.103171587135|NTSB:0.0399825000097|客机:0.118656259597|
1698962	乘务长:0.741369474773|人民币:0.2236203452|水果:0.244577334768|本科:1.20235094405|28:0.0996230625242|职业:0.228140902258|鸡腿:0.369745649021|人才培养:0.111161173784|土豪:4.88677163346|桂冠:0.205367216336|置身:0.203615484728|教育:0.297743431061|职别:0.318793800077|9000:0.159396900039|伍家岭:0.19597979513|鲁昕:1.58389475811|腐败:0.0832095487141|凉菜:0.385952670721|摊贩:0.167406527834|镇九星村:0.24905765631|街头:1.5754460118|高等教育:0.0994474342104|2002:0.0664153750161|3000:0.159396900039|死亡:1.25105599051|自助餐:0.423835853086|江心:0.343083928738|500:0.24905765631|院校:1.10240916087|互殴:0.19597979513|茂名市:0.214089281274|用餐:0.32954731828|砍伤:0.172678390525|5000:0.159396900039|周镇宏:0.232453812556|国际航班:0.312092081989|官员:0.0971628593865|乘务:0.166858443879|两会:2.37348960118|事件:1.13925584677|2012:0.132830750032|技术:0.106055217496|差距:0.184848727297|开福区:0.19597979513|驻地:0.258463765308|空姐:2.95530902757|现场:0.206962425398|沙湖:0.177969757611|公务舱:0.185342368693|2014:2.98869187572|CFP1:0.412233362169|12:0.24905765631|经济界:0.357735073359|后经:0.19597979513|转做:1.49434593786|10:0.391959590259|分许:0.19597979513|官场:0.152887908679|小炒:0.417548902852|窝案:1.90707005403|巡视组:1.83075310619|冯立梅:0.365284562589|技能型:0.156187389348|现代:0.12324517706|行凶:0.309715749368|乘务员:0.73041591152|月薪:0.407484223412|15:0.19597979513|元至:0.159396900039|多位:0.334056469312|九星村:0.498115312621|发生:0.86978971552|糊塌子:0.412233362169|4000:0.24905765631|抢救无效:0.166220943218|人才:0.147987848589|闵行区:0.21223136636|再升:0.159396900039|据称:0.184258996805|培育出:0.209386042715|左右:0.189897474882|高校:0.0906606199403|长沙市:0.313768665957|名村:0.24905765631|2000:0.159396900039|今后:0.0933580428972|普通:0.158372235626|专升本:0.0958956206989|餐品:0.412233362169|长沙:1.70368632272|政协主席:0.127808693102|七宝:0.213814406087|调整:0.0722471637993|千万富翁:0.22825497235|吴恩福:0.24905765631|罗荫国:0.0996230625242|600:1.58389475811|广东省:0.22928118879|真相:2.01646672873|微博:0.391959590259|财新:0.0664153750161|两名:0.242504573064|扣肉:0.431530458307|往年:0.264151786441|警事:0.19597979513|歹徒:0.312917010665|培养:0.1739028673|涌现出:0.190926650075|据鲁昕:0.0895488202464|两样:0.29063472339|三种:0.256042928802|担担面:0.441450529769|人士:0.0709715558849|中国:1.61570486086|纪委:0.310523672444|透露:0.0661091421584|村官:0.220176523787|专业:0.0695861287346|什么:0.891725576475|普通舱:0.185342368693|飞两舱:0.159396900039|14:0.19597979513|广东:0.89110568593|政协:0.312292778121|刘丽娟:0.159396900039|多所:0.0965996937519|肉菜:0.412233362169|复查:1.33984129642|十大:0.274700202967|茂名:1.88181184993|揭秘:2.47333611669|牌照:0.183350233836|收入:1.3214080151|委员:2.14267189792|2011:0.0664153750161|全国:0.296582599271|
5034018	河北:1.58606242064|失去:1.01607104474|人行:0.94233408375|涂成:0.242888744728|武汉:0.677138010305|日及:0.254356755381|失联:8.45586704732|阿末:0.703221617818|美联社:0.146363180444|抵京:1.86951691639|客机:3.74333258326|越南:2.50842435163|吉隆坡:4.35284143374|分组讨论:0.240661217133|造价:1.46782124186|新华:0.566460465722|失声痛哭:0.629502265969|日晚:0.284637321498|军港:0.229143131737|哈里:0.621674890694|逝者:1.3631181723|马来西亚:6.55670126761|维修:0.75871296057|抵达:0.364227322324|首席:0.397613678214|主席:0.22226539357|波音:3.60439780662|哀悼:0.615014665089|财新:0.919597500223|上海:0.352587512411|两栖:0.206803378437|潮州:0.437249673565|动乱:0.168442578759|去向:0.232315094027|机上:0.207533579292|麦当劳:0.213393120023|发生爆炸:2.67873054128|慰问:1.79110609944|一架:0.3083326065|纪念碑:2.7207690057|中央军委:0.367740196642|美国有线电视新闻网:0.178429365715|饭店:0.217052859029|公民:0.277917960294|救出:0.190291990495|央视:0.181424563433|发布会:4.02446688204|军舰:1.15019326743|唐山:2.46324290008|抢救:0.17166245293|通道:0.663664750908|廖琼琼琼儿:0.278017848905|乳化:0.879408397044|收治:0.237483679021|第二场:0.164332923793|航班:4.7890417387|超人:0.208645384888|正在:0.310453719786|消息:0.150444619587|酒后:0.204812266306|华尔街日报:0.137729086829|CEO:2.39095350058|多名:0.18324777448|附近:0.304078899496|圣诞老人:0.246767926787|民族:0.316344507452|遇难:0.364195484255|100:0.278017848905|受伤:0.290067724078|救援:0.175211566495|事件:0.356017452114|2012:0.254356755381|金牛:0.589673095833|组织:0.374629377455|参加:1.02395439044|祭奠:1.30796364623|军机:2.2846259293|菲律宾:1.30653678884|总书记:0.15657261304|事故:3.59208275433|飞机:2.25329869732|纳吉布:0.919597500223|赶赴:0.450382209309|17:0.254356755381|保加利亚:2.17279787478|239:0.278017848905|降落:0.346357225477|炸药:0.530002339959|新闻:1.70411827988|CFP1:1.96090082754|烧纸:0.620649108651|赶来:0.201149548119|12:0.265661500064|家属:4.86112471428|报告:1.05212828247|确实:0.318297820959|遇难者:2.13044012438|召开:0.429080042694|机场:2.12011101327|言行:0.172565845516|看望:1.73670052909|油污:0.160039161516|昆明:0.944380161394|报道:0.175534542661|时间:0.749915373614|上午:0.297214584967|搭乘:0.226192799583|浮油:0.174678404099|部门:0.39658095327|14:0.265661500064|纠集:0.227291703882|各族人民:0.160682696298|吊顶:3.33716887757|助手:0.156694327176|举行:1.25483863903|当地:1.31209060153|路口:0.798447558937|154:1.99246125048|湛江:0.216587062077|CFP5:1.49434593786|21:0.508713510762|RICK:1.19547675029|MH370:0.788524089701|1968:0.254356755381|合成图:0.261515739138|50:0.284637321498|15:0.254356755381|少数民族:1.35718164072|韩亚:0.528301218856|10:1.68242552184|图片:0.490346056818|车间:0.357966172308|数十:0.328412727906|头七:2.71226072181|疑似:0.412358049392|警察:0.94177590053|粉色:0.214298643734|2013:0.986904210878|以马航:0.332076875081|处置:1.21273847355|抢救无效:0.23580180317|军方:0.198590360146|开滦:0.218292004624|东方:0.461115293198|11:0.834936143059|负责人:0.165687015239|王苡:0.747172968931|中称:0.178429365715|该院:0.202634694096|乘客:3.40903556655|广场:0.444693125436|IC1:0.278017848905|化工厂:2.35021699541|苏联红军:2.62231451338|记者:0.330534211779|珍惜:0.167349627321|工人:0.254151018343|登陆舰:0.223049479972|图为:0.221321606333|医生:1.37790215838|起火:0.347647659965|暴恐:2.45499689792|下半夜:0.232294294106|寻找:1.00668447774|失事:0.143436092699|千万元:1.60633296249|卡通:0.224861130677|政府:0.35148236554|绵阳:0.229813866903|患者:0.79348944597|凌晨:0.21273484407|飞往:0.211550153657|地下通道:1.78710397027|IC2:0.919597500223|联系:0.93535719876|驻京:0.774772019654|十二届:0.189910114639|矿山:0.176322909174|马航:8.82007509063|新形势下:0.188583328649|25:0.265661500064|总理:0.502974392363|海域:0.526727342314|中午:0.279877215776|微博:0.278017848905|护卫舰:0.199889193239|来源:0.402050128195|全国政协:0.164491733101|出席:0.415490872782|坠毁:0.396467744216|索非亚:0.234261827534|酒精中毒:0.240589060244|舰船:0.192396663681|油迹:3.2079596678|中心医院:0.224139483138|两名:0.295855579138|国防部:0.192989740258|国际:1.16637479653|死者:0.173818353361|南沙:0.236437755677|内科:0.21761355511|恶搞:2.97217112932|工作:0.323287641719|150:0.278017848905|搜救:1.88995619744|害死:0.216408320973|大团结:0.433139243169|发现:1.28907007896|视点:0.956676339749|国都:0.244807814354|梁冬梅:0.919597500223|代表团:1.63774102983|游行:1.48240626313|为准:0.223568754783|北京:0.359030946825|执行官:0.501494073194|爆料:0.22317703625|政协:1.8112981131|政治局面:0.215242835594|起航:0.479620774071|防水:0.207015781629|航空公司:0.360967120919|井冈山:0.449274739682|参谋:0.14949631669|旧金山:0.356682841211|审议:1.46638756845|地下:0.615914406269|用纸:2.5252962275|777:0.756208549021|失踪:0.181785908342|航空:0.638976119115|CFP2:1.44983350567|习近平:4.36495737623|值班:1.24226759721|委员:1.60188111121|2011:0.254356755381|准备:0.381310842005|
7593272	航班:3.24052281618|财新:0.703221617818|抵京:1.86951691639|MH370:0.788524089701|举行:0.15302910232|当地:0.732770703875|马航:9.94076477997|国际:0.559151475126|油迹:3.2079596678|华尔街日报:0.137729086829|最新:0.355232386715|情况:0.235720025605|多名:0.18324777448|CFP5:1.49434593786|第二场:0.164332923793|为准:0.223568754783|手机:0.411454788541|波音:0.211360309223|记者:0.252761456066|军机:2.2846259293|飞机:0.26683800363|旁边:0.363022469275|确实:0.318297820959|舰船:0.192396663681|拍摄:0.516813957071|国都:0.244807814354|国防部:0.192989740258|见面:1.82132094526|失联:6.59333865558|疑似:0.412358049392|三点:0.498572213794|吉隆坡:2.90814716487|150:0.278017848905|马来西亚:2.55494810242|菲律宾:1.30653678884|军方:0.198590360146|下午:0.351140758262|处置:1.21273847355|发现:1.28907007896|代表:1.32260975578|以马航:0.332076875081|事故:1.21621699556|王攀:0.703221617818|凌晨:0.21273484407|搜救:0.156708660751|消息:0.150444619587|239:0.278017848905|负责人:0.165687015239|中称:0.178429365715|机上:0.207533579292|去向:0.232315094027|大饭店:0.635860894035|乘客:3.31182153312|新闻:0.165165397708|CFP1:0.510506240796|IC1:0.278017848905|北京:0.311160153915|搭乘:0.226192799583|召开:0.328120032648|家属:3.0103772418|事件:0.379751948922|饭店:0.217052859029|首都国际机场:0.695366830018|警察:0.94177590053|机场:0.88118659056|航空公司:0.878353327569|油污:0.160039161516|新华社:0.479019617709|美国有线电视新闻网:0.178429365715|报道:0.175534542661|时间:0.509942454058|发布会:2.77520517467|寻找:1.00668447774|失事:0.143436092699|777:0.278017848905|赶来:0.201149548119|美联社:0.146363180444|16:0.703221617818|浮油:0.174678404099|客机:2.52360708396|越南:2.50842435163|通报:1.29687003644|飞往:0.211550153657|沈伯:0.796984500193|
281608	亿万富豪:3.21266592498|乘务长:0.741369474773|人民币:0.2236203452|水果:0.244577334768|鸡腿:0.369745649021|土豪:4.88677163346|黑客:3.53494692867|暴力:0.287651388461|艾伦:0.151319996166|涌现出:0.190926650075|职别:0.318793800077|福布斯:0.139262659605|9000:0.159396900039|伍家岭:0.19597979513|凉菜:0.385952670721|摊贩:0.167406527834|管理员:0.140352482725|两样:0.29063472339|760:0.175805404454|升级:0.240708276618|街头:1.5754460118|账号:0.136698639206|3000:0.159396900039|Cubed:0.351610808909|监控:0.265630292681|恐怖事件:0.438972847839|自助餐:0.423835853086|江心:0.343083928738|500:0.24905765631|秩序:0.261928757935|安保:1.96532606511|互殴:0.19597979513|用餐:0.32954731828|砍伤:0.172678390525|5000:0.159396900039|元至:0.159396900039|西雅图:0.151722922257|国际航班:0.312092081989|严密:0.271952841338|乘务:0.166858443879|两会:2.37348960118|事件:1.13925584677|差距:0.184848727297|开福区:0.19597979513|驻地:0.258463765308|空姐:2.95530902757|盖茨:0.428427481321|置身:0.203615484728|现场:0.206962425398|沙湖:0.177969757611|公务舱:0.185342368693|比尔:0.274293137455|执着:0.132394674294|2014:2.98869187572|BillGates:0.175805404454|CFP1:0.412233362169|12:0.24905765631|60:0.175805404454|经济界:0.357735073359|后经:0.19597979513|10:0.391959590259|分许:0.19597979513|窃取:0.142370146276|昆明:1.79881935504|巡逻:0.289887588202|中文网:0.144210780732|戒备:0.334574219958|行凶:0.309715749368|乘务员:0.73041591152|月薪:0.407484223412|计算机:0.400281437111|2000:0.159396900039|15:0.19597979513|多位:0.334056469312|九星村:0.498115312621|发生:0.86978971552|糊塌子:0.412233362169|4000:0.24905765631|PaulAllen:0.175805404454|防控:0.30071566888|抢救无效:0.166220943218|闵行区:0.21223136636|东方:0.214089243271|再升:0.159396900039|据称:0.184258996805|飞两舱:0.159396900039|加强:1.27580992385|IC1:0.426955982246|长沙市:0.313768665957|名村:0.24905765631|图为:0.3319824095|死亡:1.25105599051|普通:0.158372235626|餐品:0.412233362169|长沙:1.70368632272|联合:0.201778446689|七宝:0.213814406087|3.01:0.426955982246|千万富翁:0.22825497235|吴恩福:0.24905765631|价格昂贵:0.148771882619|培育出:0.209386042715|真相:2.01646672873|微博:0.391959590259|恐袭:1.99246125048|火车站:3.62546998777|两名:0.242504573064|扣肉:0.431530458307|往年:0.264151786441|警事:0.19597979513|歹徒:0.312917010665|出身:2.24326305782|加密:0.143261684833|微软:0.132727651894|镇九星村:0.24905765631|三种:0.256042928802|担担面:0.441450529769|中国:1.51366034333|村官:0.220176523787|小炒:0.417548902852|什么:0.891725576475|普通舱:0.185342368693|左右:0.189897474882|14:0.19597979513|政协:0.312292778121|刘丽娟:0.159396900039|肉菜:0.412233362169|多地:0.426955982246|十大:0.274700202967|桂冠:0.205367216336|警种:0.457216620118|揭秘:2.47333611669|使用:0.199248526888|牌照:0.183350233836|收入:1.3214080151|委员:2.14267189792|全国:0.296582599271|
