5218791	100648598	1394463264	370|马航|消失|	777|马航|波音|航班|200|失联|MH370|凌晨|客机|失去|消息|马来西亚|管制|乘客|01|该次|财新|40|购于|CNN|	2014年03月08日12:31

5218791	100648802	1394463205	马航|乘客|家属|见面|代表|	失联|马航|沈伯|客机|马来西亚|乘客|航空公司|拍摄|家属|新华社|见面|手机|事件|代表|北京|	2014年03月09日13:00

5218791	100648830	1394463196	失联|马航|航班|通报|发布会|	失联|16|马航|王攀|财新|首都国际机场|大饭店|航班|三点|通报|发布会|旁边|最新|下午|召开|记者|情况|	2014年03月09日14:24

5218791	100648915	1394463181	马航|失联|搜救|航班|画面|	CFP1|失联|马航|警卫队|搜寻|航班|马来西亚|船只|海岸|	2014年03月09日19:00

5218791	100648984	1394463158	舷窗|民航局|马来西亚|谣言|发布会|	漂浮物|越南|发现|军方|80|或门|土珠岛|部称|点半|舷窗|搜救|偏南|图为|华尔街日报|疑似|残骸|可疑|搜寻|民航|部件|	2014年03月10日08:12

5218791	100649040	1394463120	马航|NASA|高清|失事|疑似|	NASA|图片|卫星|马航|6.1|104.6|250|MODIS|Terra|11|红圈|35|370|美国宇航局|失事|疑似|精度|图像|拍摄|海域|	2014年03月10日10:09

52550	100644102	1393607588	起火燃烧|贵阳|公交车|一辆|死亡|	事故|237|27|微博|35|贵阳市|野鸭|暂无|伤者|生命危险|起火|贵州省|公交车|救治|核实|受伤|小学|网友|图片|初步|	2014年02月27日15:33

52550	100644648	1393607490	路人管|摔倒|街头|测试|不管|	测试|救心丸|包中|27|CFP3|解思俊|热心人|速效|深圳华强|摔倒|救助|尝试|分钟|下午|找到|	2014年02月28日10:30

52550	100643974	1393607261	解密|富裕|工资|家庭|贷款|	NULL|	NULL

52550	100643946	1393607128	反击|余额|大战|银行|	余额|银行|财新|存款|互联网|金融|监管|银行业|收益率|26|月期|风险|准备金|业内人士|规模|同业|5000|6.1140|仍高达|2014|	2014年02月27日11:30

52550	100644648	1393606720	路人管|摔倒|街头|测试|不管|	测试|救心丸|包中|27|CFP3|解思俊|热心人|速效|深圳华强|摔倒|救助|尝试|分钟|下午|找到|	2014年02月28日10:30

8936831	100656369	1395915117	挤兑|倒闭|江苏|银行|	24|近千|CFP2|挤兑|射阳|盐城|产业园|网点|设在|现金|商业银行|环保|遭遇|江苏|农村|群众|下午|一个|	2014年03月25日15:46

8936831	100656551	1395915108	交通部|跌入|海底|飞机|已经|	希沙姆丁|交通部长|CFP1|25|吉隆坡|跌入|着陆|航班|马来西亚|印度洋|发布会|已知|海底|代理|结论|得出|已经|地点|很少|中部|	2014年03月25日20:15

8936831	100656616	1395915103	英语课|米歇尔|成都|学生|一起|	成都|25|IC2|英语课|第一夫人|米歇尔|第七|参观|中学|四川|东方|学生|一起|美国|	2014年03月26日08:25

8936831	100656637	1395915090	国际海事卫星组织|探访|总部|英国|	国际海事卫星组织|25|王丽莉|控制室|大屏幕|英国伦敦|主管|新华社|媒体|介绍|内容|显示|记者|	2014年03月26日09:09

8936831	100656815	1395915079	练武|防身|公交|青岛|司机|	黄岛|边检站|棍术|方平|CFP1|26|防暴|百余名|总站|擒拿|近身|人身安全|防身|驾乘|突袭|交运|格斗|技能|旅客|乘客|	2014年03月26日15:41

8936831	100657146	1395915051	122|疑似|碎片|卫星|法国|	卫星|位置图|23|122|疑似|碎片|马来西亚|拍摄|收到|来自|法国|发现|	2014年03月27日07:52

8936831	100657176	1395915022	贩毒|特大|摧毁|警方|广西|	贩毒|来宾市|25|忻城县|IC3|指认|嫌疑人|公安局|民警|广西|东方|地方|	2014年03月27日08:33

8936831	100657188	1395915013	彭丽媛|患病|看望|儿童|法国|	彭丽媛|尼克尔|26|儿童医院|时政|访问|市区|巴黎|图片|下午|来源|位于|	2014年03月27日08:53

