81a26b596c7dfb7fa67d97cdbb19ccec	河北
6f4922f45568161a8cdf4ad2299f6d23	18
85071cfb0fafbd7121793cab8d1001bb	暴力
ee7810d0d8e5af46860c7dce0ad66090	阿末
52b7293e501b7a80d6e8240b29e7fc33	美联社
0d83078816aa273f2941c9b55ec82bf3	数据
2e9c7f32dfbae4f0e001f917576ee827	江湖
74fe5f9e99dcf491781c9b5474d8ae53	组织
7379c919057db28226bd1ac6ab903984	职业
622b43dc6337cf2ae6e0600d5db07483	家庭
5a8669a7dc0a1c1ae48342e66bf4bdd6	指纹识别
09e1f6f75abf89934269b3ea96e86cf5	土珠岛
56bec8a7ee5e37acb09db2a67804a5b0	人才培养
e2a7915be5aa35fde99f293b14d52df2	土豪
a80f5e0716147b15e0ddc5ee9bd3a1c6	之三
506b4e3dd8dc7960dbd86b2b2dbb59de	每户
bf1fe7561bd98f1a719172f89563358b	洗码
0ee90502540697d8fdbc0fa4480aec28	新华
1fb5d8c6d3653223245596c1c6e5cf94	衣物
bb8e39f472be3aaa49d3c641231d7ef0	停不下来
1c253b084bf23a72e2c98120a27777c1	旭晨
fdde4e541efae7b29d1c98eb241ef743	令人
b7b8b8eed864d1a721ee824b380e7084	乘客
f296915eadefa8b7207e153d97c14ebf	鲜明
1f99771bc3e23e6097509a331544ab65	NASA
8db2bba84aa7f859708942f98b3fb308	谣言
a6a5e6fd1c6ec08655064d6ece4b19a1	金元
92ffc584a4d676a220924bb82b2a8e61	四川
8b6b09a21fba5522afefc5159e140b54	雪邦
f5818fdf0883bea3583d9e5107dbcc1c	法国
e78216b76a5d37d78a5860c0a76b1abf	军方
9b3513feeb3dd5a6a7fb9feffac15a67	新开业
a80e395dacbecebc0e0b39096b4de602	鲁昕
ce8a7b5b29673d33257febd03fb904ad	新加坡
28ed4226c211e957af5add72ce5e2856	否认
699d7ccfae86f395dc35185e86a91f69	民航局
14afaa8b457f8a708a2fa06612328de0	一家
fca29d751a9a01f377f9cac54f0789bd	摊贩
9d5bd85e47e3436296ff1ef7c8db0001	大亨
27c3181d2c4bd8838a7ab4269e524681	潮州
259f542c0981dfedc7ad53595454ded2	中午
505ccfb0e8b6f7ebf36cb0e99f3254ef	现在
66f04025c2510c74abf3f30a18bfbe93	高等教育
40b14fc519ebae0a15c31b0297b405d8	本科
0273ba5c9598bd3d6279fba5d8238e8c	审批
4ba29b9f9e5732ed33761840f4ba6c53	2002
416439d8557e562a621f1f496d2f9a71	九鼎
1ff1de774005f8da13f42943881c655f	24
c2de70fbf95ed2005a872da3bf7da971	中央军委
f61f4cf6d0d544fad4507868b74696a1	暂无
3d2785b196f736f5b843d1e182aa9242	歹徒
1bff2322d63c2840e4db34840f87fd1e	事项
10c6755b6f804a1bd7bde0137094c2f1	精度
9679116b13c012db5ae3bf0b244fc25c	内幕
189c4a7bcb22e989677486c00aaa5f9a	主席
338b044cdf869ccfab90a78968e09efe	原本
cc44125b7916456ca375f845ccef055d	秩序
d0a33aaeb397dc8b27cc08a024caf98e	他们
bed66f2b5fd5e6241831a794c224414d	公投
3282a0dae2ab9f28ef18ec712b98d6a3	茂名市
1469bd79845a42d197599a5ee357a66f	棍术
d5c0ebdedb6b884fe22b7283d224d951	访问
c6eab3c99c33969bc95df9d87f0ee55e	波动性
71a653f519725ddb17e4171ade60d01f	元至
8a728f7004919b23343848a082daf7e2	矿业
5fcd24f70dce8871728647b91e0aa141	西雅图
2d17f0565f357789e3d11455c5af0f75	克里米亚
93c0b171bee09348c23fecc53b7017d6	波幅
810a73877ffdea17183c54fd185cd7eb	援引
64254630ba4317f270c56484f004b34f	水果
a076d796c01165e73137b42b8a223163	大屏幕
